Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations Singular Perfect,English Translations Dual Imperfect,English Translations Plural Verbal Noun,Verb Form,Part of Speech,Triliteral Root,Anki_ID,Usage Notes etc,Proofread
182,29,Vocabulary,فَطَرَ,يَفْطُرُ,فِطْرٌ,to create,creates,creating,,verb,,29-v-5,,
183,29,Vocabulary,رَهْطٌ,,,kin; person,,,,noun,,29-v-6,,
183,29,Vocabulary,صِدِّيقٌ,,,truthful,,,,noun,,29-v-7,,
183,29,Vocabulary,كَلِمَةٌ,,,word,,,,noun,,29-v-8,,
183,29,Vocabulary,لِبَاس,,,clothing; garment,,,,noun,,29-v-9,,
183,29,Vocabulary,نَمْلٌ,,,ants (collective),,,,noun,,29-v-10,,
183,29,Vocabulary,رِسَالَةٌ,,,"message, letter",,,,noun,,29-v-11,,
183,29,Vocabulary,مَائِدَةٌ,,,table,,,,noun,,29-v-12,,
183,29,Vocabulary,أَبَدًا,,,ever,,,,noun,,29-v-13,,
191,30,Vocabulary,أَتَى,يَأْتِي,إِتْيَانٌ,to come,comes,coming,,verb,,30-v-1,,
191,30,Vocabulary,آتَى,يُؤْتِي,إِيتَاءٌ,to give,gives,giving,4,verb,,30-v-2,,
191,30,Vocabulary,رَأَى,يَرَى,رُؤْيَةٌ,to see,sees,seeing,,verb,,30-v-3,,
191,30,Vocabulary,جَزَى,يَجْزِي,جَزَاءٌ,to requite,requites,requital,,verb,,30-v-4,,
191,30,Vocabulary,دَعَا,يَدْعُو,دُعَاءٌ,"to call, pray","calls, prays","calling, praying",,verb,,30-v-5,,
191,30,Vocabulary,رَجَا,يَرْجُو,رَجَاءٌ,to hope,hopes,hoping,,verb,,30-v-6,,
191,30,Vocabulary,قَضَى,يَقْضِي,قَضَاءٌ,to determine,determines,determining,,verb,,30-v-7,,
191,30,Vocabulary,مَشَى,يَمْشِي,مَشْيٌ,to walk,walks,walking,,verb,,30-v-8,,
191,30,Vocabulary,هَدَى,يَهْدِي,هُدًى,to guide,guides,guidance,,verb,,30-v-9,,
191,30,Vocabulary,بَقِيَ,يَبْقَى,بَقَاءٌ,to remain,remains,remaining,,verb,,30-v-10,,
191,30,Vocabulary,خَشِيَ,يَخْشَى,خَشْيَةٌ,to fear,fears,fear,,verb,,30-v-11,,
191,30,Vocabulary,لَقِيَ,يَلْقَى,لِقَاءٌ,to meet,meets,meeting,,verb,,30-v-12,,
191,30,Vocabulary,نَسِيَ,يَنْسَى,نِسْيَانٌ,to forget,forgets,forgetting,,verb,,30-v-13,,
191,30,Vocabulary,سَمَّى,يُسَمِّي,تَسْمِيَةٌ,to name,names,naming,2,verb,,30-v-14,,
191,30,Vocabulary,صَلَّى,يُصَلِّي,صَلَاةٌ,to pray,prays,prayers,2,verb,,30-v-15,,
191,30,Vocabulary,نَادَى,يُنَادِي,نِدَاءٌ,to call out to,calls out to,calling out,3,verb,,30-v-16,,
191,30,Vocabulary,أَلْقَى,يُلْقِي,إِلْقَاءٌ,to throw,throws,throwing,4,verb,,30-v-17,,
191,30,Vocabulary,أَعْطَى,يُعْطِي,إِعْطَاءٌ,to give,gives,giving,4,verb,,30-v-18,,
191,30,Vocabulary,أَوْفَى,يُوفِي,إِيفَاءٌ,"to fulfil, give in full","fulfils, gives in full","fulfilling, giving in full",4,verb,,30-v-19,,
191,30,Vocabulary,تَوَلَّى,يَتَوَلَّى,تَوَلٍّ,to turn away; to take on oneself,,,5,verb,,30-v-20,,
192,30,Vocabulary,اِتَّقَى,يَتَّقِي,اِتِّقَاءٌ,"to protect oneself, to be god-fearing","protects oneself, is god-fearing","protecting oneself, god-fearingness",8,verb,,30-v-21,,
192,30,Vocabulary,شَعَرَ,يَشْعُرُ,شُعُورٌ,"to feel, perceive","feels, perceives","feeling, perceiving",,verb,,30-v-22,,
192,30,Vocabulary,أَنْجَى,يُنْجِي,إِنْجَاءٌ,to rescue,rescues,rescuing,4,verb,,30-v-23,,
192,30,Vocabulary,طِينٌ,,,clay,,,,noun,,30-v-24,,
192,30,Vocabulary,رُعْبٌ,,,terror,,,,noun,,30-v-25,,
192,30,Vocabulary,سُوق,,أَسْوَاق,market (f.),,,,noun,,30-v-26,,
192,30,Vocabulary,ثُمَّ,,,then,,,,noun,,30-v-27,,
192,30,Vocabulary,بَغْتَةً,,,suddenly,,,,noun,,30-v-28,,
196,31,Vocabulary,أَرَى,يُرِي,إِرَاءَةٌ,to show,shows,showing,4,verb,,31-v-1,,
196,31,Vocabulary,رَضِيَ,يَرْضَى,رِضْوَانٌ / مَرْضَاةٌ,to be pleased with (+ ʿan),is pleased with (+ ʿan),being pleased with (+ ʿan),,verb,,31-v-2,,checked against textbook
196,31,Vocabulary,اِبْتَغَى,يَبْتَغِي,اِبْتِغَاءٌ,to seek,seeks,seeking,8,verb,,31-v-3,,
196,31,Vocabulary,كَفَى,يَكْفِي,كِفَايَةٌ,to be sufficient,is sufficient,sufficiency,,verb,,31-v-4,,
196,31,Vocabulary,زَوْجٌ,,أَزْوَاجٌ,spouse,,spouses,,noun,,31-v-5,,
196,31,Vocabulary,صُحُفٌ,,,sheets,,,,noun,,31-v-6,,
196,31,Vocabulary,كَلْبٌ,,كِلَابٌ,dog,,dogs,,noun,,31-v-7,,
196,31,Vocabulary,نَجْوَى,,,secret conference,,,,noun,,31-v-8,,
196,31,Vocabulary,كَفَىٰ بِٱللَّهِ حَسِيبًا,,,Note the construction *kafā bi-llāhi ḥasīban* 'there is sufficiency in God as a reckoner' i.e. 'God is sufficient as a reckoner'. There are further examples in sentences 22 and 23 below.,,,,idiom,,31-v-9,,TODO ‘sentence’ = exercise?
202,32,Vocabulary,بَدَأَ,يَبْدَأُ,بَدْءٌ,to begin,begins,beginning,,verb,,32-v-1,,
202,32,Vocabulary,رَزَقَ,يَرْزُقُ,رِزْقٌ,to give sustenance to,gives sustenance to,sustenance,,verb,,32-v-2,,
202,32,Vocabulary,سَرَقَ,يَسْرِقُ,سَرِقَةٌ,to steal,steals,stealing,,verb,,32-v-3,,
202,32,Vocabulary,هَجَرَ,يَهْجُرُ,هَجْرٌ,"to forsake, leave","forsakes, leaves","forsaking, leaving",,verb,,32-v-4,,
202,32,Vocabulary,تَمَتَّعَ,يَتَمَتَّعُ,تَمَتُّعٌ,"to enjoy, enjoy oneself","enjoys, enjoys oneself","enjoying, enjoying oneself",5,verb,,32-v-5,,
202,32,Vocabulary,سُورَةٌ,,سُوَرٌ,sura,,suras,,noun,,32-v-6,,
202,32,Vocabulary,قِبْلَةٌ,,,"direction, qibla",,,,noun,,32-v-7,,
202,32,Vocabulary,قُوَّةٌ,,قُوًى,"power, force",,"powers, forces",,noun,,32-v-8,,
202,32,Vocabulary,كَيْلٌ,,,measure,,,,noun,,32-v-9,,
202,32,Vocabulary,آلٌ,,,family,,,,noun,,32-v-10,,
207,33,Vocabulary,غَضِبَ,يَغْضَبُ,غَضَبٌ,to be angry with,is angry with,being angry with,,verb,,33-v-1,"(+ ʿalā)",
207,33,Vocabulary,وَفَّى,يُوَفِّي,تَوْفِيَةٌ,"to pay, repay","pays, repays","paying, repaying",2,verb,,33-v-2,,
207,33,Vocabulary,تَوَفَّى,يَتَوَفَّى,تَوَفٍّ,to take,takes,taking,5,verb,,33-v-3,,
207,33,Vocabulary,أَوْحَى,يُوحِي,إِيحَاءٌ,to inspire,inspires,inspiring,4,verb,,33-v-4,,
207,33,Vocabulary,نَفَخَ,يَنْفُخُ,نَفْخٌ,to blow,blows,blowing,,verb,,33-v-5,,
207,33,Vocabulary,بَلَّغَ,يُبَلِّغُ,تَبْلِيغٌ,to convey,conveys,conveying,2,verb,,33-v-6,,
207,33,Vocabulary,اِسْتَهْزَأَ,يَسْتَهْزِئُ,اِسْتِهْزَاءٌ,to mock,mocks,mocking,10,verb,,33-v-7,,
207,33,Vocabulary,بَلَاغٌ,,,"message, conveyance",,,,noun,,33-v-8,,
207,33,Vocabulary,صُورٌ,,,trumpet,,,,noun,,33-v-9,,
214,34,Vocabulary,بَسَطَ,يَبْسُطُ,بَسْطٌ,"to spread, extend","spreads, extends","spreading, extending",,verb,,34-v-1,,
214,34,Vocabulary,خَتَمَ,يَخْتِمُ,خَتْمٌ,to seal,seals,sealing,,verb,,34-v-2,,
214,34,Vocabulary,سَبَقَ,يَسْبِقُ,سَبْقٌ,to precede,precedes,preceding,,verb,,34-v-3,,
214,34,Vocabulary,فَتَنَ,يَفْتِنُ,فِتْنَةٌ,"to tempt, afflict, stir up","tempts, afflicts, stirs up","tempting, afflicting, stirring up",,verb,,34-v-4,,
214,34,Vocabulary,فَرَّ,يَفِرُّ,فِرَارٌ,to flee,flees,fleeing,,verb,,34-v-5,,
214,34,Vocabulary,كَشَفَ,يَكْشِفُ,كَشْفٌ,"to uncover, remove, relieve","uncovers, removes, relieves","uncovering, removing, relieving",,verb,,34-v-6,,
215,34,Vocabulary,وُلِدَ,يُولَدُ,,[passive] to be born,,,,verb,,34-v-7,,checked against textbook
215,34,Vocabulary,تَبَّ,,,"to wither, perish",,,,verb,,34-v-8,,checked against textbook
215,34,Vocabulary,بَغَىٰ,يَبْغِى,بَغْىٌ,to outrage; to seek,,,,verb,,34-v-9,,
215,34,Vocabulary,عَدَا,يَعْدُو,عَدْوٌ,"to transgress, turn away, run",,,,verb,,34-v-10,,
215,34,Vocabulary,أَصْلَحَ,يُصْلِحُ,إِصْلَـٰحٌ,to put right,,,4,verb,,34-v-11,,TODO check
215,34,Vocabulary,أَعْجَزَ,يُعْجِزُ,إِعْجَازٌ,to frustrate,,,4,verb,,34-v-12,,
215,34,Vocabulary,اِمْرُؤٌ,,,man,,,,noun,,34-v-13,,
215,34,Vocabulary,حَكَمٌ,,,arbiter,,,,noun,,34-v-14,,
215,34,Vocabulary,سَاقٌ,,سُوقٌ,leg (f.),,legs,,noun,,34-v-15,,
215,34,Vocabulary,عِقَابٌ,,,"punishment, requital",,,,noun,,34-v-16,,
215,34,Vocabulary,عُمُدٌ,,,"columns, supports",,,,noun,,34-v-17,,
215,34,Vocabulary,فَمٌ,,أَفْوَاهٌ,mouth,,mouths,,noun,,34-v-18,,
215,34,Vocabulary,حِمَالٌ,,,"wrath, anger",,,,noun,,34-v-19,,
215,34,Vocabulary,هَدْيٌ,,,offering,,,,noun,,34-v-20,,
215,34,Vocabulary,,,أَخْدَانٌ,,,companions,,noun,,34-v-21,,
215,34,Vocabulary,سَرِيعٌ,,,"quick, swift",,,,noun,,34-v-22,,
215,34,Vocabulary,غَلِيظٌ,,,"thick, rough, hard",,,,noun,,34-v-23,,
215,34,Vocabulary,مَعْرُوشٌ,,,in trellises,,,,noun,,34-v-24,,
215,34,Vocabulary,مَلُومٌ,,,"blamed, blameworthy",,,,noun,,34-v-25,"[from امَلَمَلَامَ]",
215,34,Vocabulary,عِضِينَ,,,"broken, cut",,,,noun,,34-v-26,,
216,34,Vocabulary,غَيْرُ,,,other than,,,,noun,,34-v-27,,
216,34,Vocabulary,غَيْرَ,,,without,,,,noun,,34-v-28,,
223,35,Vocabulary,تَلَا,يَتْلُو,تِلَاوَةٌ,to recite,recites,reciting,,verb,,35-v-1,,
223,35,Vocabulary,سَقَطَ,يَسْقُطُ,سُقُوطٌ,to fall,falls,falling,,verb,,35-v-2,,checked against textbook
223,35,Vocabulary,رَهِبَ,يَرْهَبُ,رَهْبَةٌ,"to fear, be in awe of","fears, is in awe of","fearing, awe",,verb,,35-v-3,,
223,35,Vocabulary,كَادَ,يَكِيدُ,كَيْدٌ,"to strive, plot, outwit","strives, plots, outwits","striving, plotting, outwitting",,verb,,35-v-4,,
223,35,Vocabulary,مَالَ,يَمِيلُ,مَيْلٌ,"to incline, lean, deviate","inclines, leans, deviates","inclining, leaning, deviation",,verb,,35-v-5,,
223,35,Vocabulary,أَصْبَحَ,يُصْبِحُ,إِصْبَاحٌ,to become; be in the morning,becomes; is in the morning,becoming; being in the morning,4,verb,,35-v-6,,
223,35,Vocabulary,آبَ,يَؤُوبُ,إِيَابٌ,"to come back, repent","comes back, repents","coming back, repenting",4,verb,,35-v-7,,
223,35,Vocabulary,تَرَاضَى,يَتَرَاضَى,تَرَاضٍ,to agree with one another,agree with one another,agreeing with one another,6,verb,,35-v-8,,
223,35,Vocabulary,اِزْدَادَ,يَزْدَادُ,اِزْدِيَادٌ,"to increase, grow","increases, grows","increasing, growing",8,verb,,35-v-9,,
223,35,Vocabulary,اِسْتَعَانَ,يَسْتَعِينُ,اِسْتِعَانَةٌ,to ask for help,asks for help,asking for help,10,verb,,35-v-10,,
224,35,Vocabulary,حَنِيفٌ,,حُنَفَاءُ,of pure faith,,of pure faith,,noun,,35-v-11,,
224,35,Vocabulary,صَيْحَةٌ,,,cry,,,,noun,,35-v-12,,
224,35,Vocabulary,عِزَّةٌ,,,"might, power",,,,noun,,35-v-13,,
224,35,Vocabulary,مَلْجَأٌ,,,refuge,,,,noun,,35-v-14,,
224,35,Vocabulary,مَكْرٌ,,,"plot, trickery",,,,noun,,35-v-15,,
224,35,Vocabulary,مِلَّةٌ,,مِلَلٌ,community,,communities,,noun,,35-v-16,,
224,35,Vocabulary,إِمْلَاقٌ,,,poverty,,,,noun,,35-v-17,,
224,35,Vocabulary,جَمِيعٌ,,,all,,,,noun,,35-v-18,,
224,35,Vocabulary,كَثِيرٌ,,,much,,,,noun,,35-v-19,,
224,35,Vocabulary,حَقِيرٌ,,,"humble, lowly",,,,noun,,35-v-20,,
224,35,Vocabulary,سَاجِدٌ,,سُجَّدٌ,prostrating oneself,,prostrating oneself,,noun,,35-v-21,,
224,35,Vocabulary,غَاضِبٌ,,,angry,,,,noun,,35-v-22,,
224,35,Vocabulary,لَا جَرَمَ,,,"undoubtedly, certainly",,,,noun,,35-v-23,,checked against textbook
224,35,Vocabulary,طَابَ نَفْسًا,,,to be consoled,,,,idiom,,35-v-24,,
224,35,Vocabulary,قَرَّ عَيْنًا,,,to be pleased,,,,idiom,,35-v-25,,
236,36,Vocabulary,رَتَعَ,يَرْتَعُ,رَتْعٌ,to enjoy oneself,enjoys oneself,enjoying oneself,,verb,,36-v-1,,
236,36,Vocabulary,سَعَى,يَسْعَى,سَعْيٌ,"to strive, move, run","strives, moves, runs","striving, moving, running",,verb,,36-v-2,,
236,36,Vocabulary,سَلَبَ,يَسْلُبُ,سَلْبٌ,to rob,robs,robbing,,verb,,36-v-3,,
236,36,Vocabulary,لَعِبَ,يَلْعَبُ,لَعِبٌ,to play,plays,playing,,verb,,36-v-4,,
236,36,Vocabulary,نَهَى,يَنْهَى,نَهْيٌ,to forbid,forbids,forbidding,,verb,,36-v-5,,
236,36,Vocabulary,هَزَّ,يَهُزُّ,هَزٌّ,to shake,shakes,shaking,,verb,,36-v-6,,
237,36,Vocabulary,وَجِلَ,يَوْجَلُ,وَجَلٌ,to be in awe of,is in awe of,being in awe of,,verb,,36-v-7,,
237,36,Vocabulary,كَفَّرَ,يُكَفِّرُ,تَكْفِيرٌ,"to forgive, redeem","forgiving, redeeming",,2,verb,,36-v-8,,
237,36,Vocabulary,سَاقَطَ,يُسَاقِطُ,مُسَاقَطَةٌ,"to cause to fall, bring down","causes to fall, brings down","causing to fall, bringing down",3,verb,,36-v-9,,
237,36,Vocabulary,ضَاعَفَ,يُضَاعِفُ,مُضَاعَفَةٌ,to multiply,multiplies,multiplying,3,verb,,36-v-10,,
237,36,Vocabulary,أَنْكَرَ,يُنْكِرُ,إِنْكَارٌ,"to deny, disapprove; not to know","denies, disapproves; does not know","denying, disapproving; not knowing",4,verb,,36-v-11,,
237,36,Vocabulary,أَدْرَكَ,يُدْرِكُ,إِدْرَاكٌ,to overtake,overtakes,overtaking,4,verb,,36-v-12,,
237,36,Vocabulary,أَعَادَ,يُعِيدُ,إِعَادَةٌ,"to repeat, return","repeats, returns","repeating, returning",4,verb,,36-v-13,,
237,36,Vocabulary,ظَلَمَ,يَظْلِمُ,ظُلْمٌ,to do wrong,does wrong,doing wrong,4,verb,,36-v-14,,
237,36,Vocabulary,تَزَكَّى,يَتَزَكَّى,تَزَكٍّ,to be purified,is purified,,5,verb,,36-v-15,,
237,36,Vocabulary,اِلْتَقَطَ,يَلْتَقِطُ,اِلْتِقَاطٌ,to pick up,picks up,picking up,8,verb,,36-v-16,,
237,36,Vocabulary,اِسْتَأْخَرَ,يَسْتَأْخِرُ,اِسْتِئْخَارٌ,to postpone,postpones,postponing,10,verb,,36-v-17,,
237,36,Vocabulary,إِسْتَقْدَمَ,يَسْتَقْدِمُ,إِسْتِقْدَامًا,to bring forward,,,10,verb,,36-v-18,,
237,36,Vocabulary,أَنْجَى,يُنْجِي,إِنْجَاءٌ,to rescue,rescues,rescuing,10,verb,,36-v-19,,
237,36,Vocabulary,جُبٌّ,,,"pit, well",,,,noun,,36-v-20,,
237,36,Vocabulary,جِذْعٌ,,,trunk of a palm-tree,,,,noun,,36-v-21,,
237,36,Vocabulary,مَدْخَلٌ,,,place to enter,,,,noun,,36-v-22,,
237,36,Vocabulary,ذُبَابٌ,,,fly,,,,noun,,36-v-23,,
237,36,Vocabulary,,,أَذْقَانٌ,,,chins,,noun,,36-v-24,,
238,36,Vocabulary,مَرَدٌّ,,,turning back,,,,noun,,36-v-25,,
238,36,Vocabulary,رُطَبٌ,,,"fresh, ripe dates",,,,noun,,36-v-26,,
238,36,Vocabulary,نَصْرٌ,,,help,,,,noun,,36-v-27,,
238,36,Vocabulary,مَغَارَةٌ,,,cave,,,,noun,,36-v-28,,
238,36,Vocabulary,غِيَابَةٌ,,,s.p. bottom; recess,,,,noun,,36-v-29,,TODO what does s.p. mean?
238,36,Vocabulary,كَبِيرَةٌ,,كَبَائِرُ,enormity,,enormities,,noun,,36-v-30,,
238,36,Vocabulary,شَطْرَ,,,towards,,,,noun,,36-v-31,,
244,37,Vocabulary,عَبَسَ,يَعْبَسُ,عُبُوسٌ,to frown,frowns,frowning,,verb,,37-v-1,,TODO no verbal noun in textbook?
244,37,Vocabulary,عَفَا,يَغْفِرُ,غُفْرَانٌ,to pardon (+*ʿan*),pardons,pardoning,,verb,,37-v-2,,
244,37,Vocabulary,عَادَ,يَعُودُ,مَعَادٌ,to return; do again,returns; does again,returning; doing again,,verb,,37-v-3,,
244,37,Vocabulary,عَاذَ,يَعُوذُ,عَوْذٌ,to seek refuge with,seeks refuge with,seeking refuge with,,verb,,37-v-4,,TODO no verbal noun in textbook?
244,37,Vocabulary,غَدَا,يَغْدُو,غُدُوٌّ,to be/do in the morning,is/does in the morning,being/doing in the morning,,verb,,37-v-5,,
244,37,Vocabulary,كَبُرَ,يَكْبُرُ,كِبَرٌ,to grow up,grows up,growing up,,verb,,37-v-6,,
244,37,Vocabulary,كَرِهَ,يَكْرَهُ,كُرْهٌ,"to be reluctant, hate","is reluctant, hates","reluctance, hatred",,verb,,37-v-7,,
244,37,Vocabulary,مَادَ,يَمِيدُ,مَيْدٌ,to shake,shakes,shaking,,verb,,37-v-8,,TODO no verbal noun in textbook?
244,37,Vocabulary,بَيَّنَ,يُبَيِّنُ,تَبْيِينٌ,to make clear,makes clear,making clear,2,verb,,37-v-9,,
244,37,Vocabulary,أَسْرَفَ,يُسْرِفُ,إِسْرَافٌ,to be prodigal,is prodigal,prodigality,4,verb,,37-v-10,,
244,37,Vocabulary,أَمْسَكَ,يُمْسِكُ,إِمْسَاكٌ,"to hold fast, withhold","holds fast, withholds","holding fast, withholding",4,verb,,37-v-11,,
244,37,Vocabulary,تَفَكَّرَ,يَتَفَكَّرُ,تَفَكُّرٌ,"to think, reflect","thinks, reflects","thinking, reflecting",5,verb,,37-v-12,,
245,37,Vocabulary,تَنَادَى,يَتَنَادَى,تَنَادٍ,to call to one another,call to one another,calling to one another,6,verb,,37-v-13,,
245,37,Vocabulary,ائْتَلَى,يَأْتَلِي,إِيلَاءٌ,to swear,swears,swaring,8,verb,,37-v-14,,
245,37,Vocabulary,اِجْتَنَبَ,يَجْتَنِبُ,اِجْتِنَابٌ,to avoid,avoids,avoiding,8,verb,,37-v-15,,
245,37,Vocabulary,خَلُوفٌ,,,accustomed to swear,,,,noun,,37-v-16,,
245,37,Vocabulary,بِدَارٌ,,,"haste, anticipation",,,,noun,,37-v-17,,
245,37,Vocabulary,حَرْثٌ,,,tillage,,,,noun,,37-v-18,,
245,37,Vocabulary,رُؤْيَا,,,dream (f.),,,,noun,,37-v-19,,
245,37,Vocabulary,,,رَوَاسٍ,,,firm mountains,,noun,,37-v-20,,checked against textbook
245,37,Vocabulary,كِنَانٌ,,أَكِنَّةٌ,coverings,,coverings,,noun,,37-v-21,,
245,37,Vocabulary,نَحْلٌ,,,bees,,,,noun,,37-v-22,,
245,37,Vocabulary,هَدٌّ,,,"crash, destruction",,,,noun,,37-v-23,,
245,37,Vocabulary,أَعْمَى,,عُمْيٌ,blind,,blind,,noun,,37-v-24,,
245,37,Vocabulary,شَقِيٌّ,,أَشْقِيَاءُ,"unfortunate, wretched",,"unfortunate, wretched",,noun,,37-v-25,,
245,37,Vocabulary,مَهِينٌ,,,contemptible,,,,noun,,37-v-26,,
245,37,Vocabulary,أُولُو ٱلْقُرْبَىٰ,,,relations,,,,idiom,,37-v-27,,
245,37,Vocabulary,ضَرَبَ ٱلذِّكْرَ صَفْحًا عَنْ,,,to neglect,,,,idiom,,37-v-28,,
252,38,Vocabulary,فَقِهَ,يَفْقَهُ,فِقْهٌ,to understand,understands,understanding,,verb,,38-v-1,,
252,38,Vocabulary,تَنَكَّهَ,يَتَنَكَّهُ,نُكْهَةٌ,to jest,jests,jesting,5,verb,,38-v-2,,
252,38,Vocabulary,خَصَفَ,يَخْصِفُ,,to cover oneself,covers oneself,,,verb,,38-v-3,,checked against textbook
252,38,Vocabulary,خَطَفَ,يَخْطَفُ,خَطْفٌ,to snatch,snatches,snatching,,verb,,38-v-4,,
252,38,Vocabulary,عَرَجَ,يَعْرُجُ,,to mount,mounts,,,verb,,38-v-5,,checked against textbook
252,38,Vocabulary,قَلَبَ,يَقْلِبُ,تَقْلِيبٌ,"to turn over, wring","turns over, wrings","turning over, wringing",2,verb,,38-v-6,,
252,38,Vocabulary,أَبَانَ,يُبِينُ,إِبَانَةٌ,to make clear,makes clear,making clear,4,verb,,38-v-7,,
252,38,Vocabulary,أَضَاءَ,يُضِيءُ,إِضَاءَةٌ,to give light,gives light,giving light,4,verb,,38-v-8,,
252,38,Vocabulary,تَرَقَّبَ,يَتَرَقَّبُ,تَرَقُّبٌ,to be vigilant,is vigilant,vigilance,5,verb,,38-v-9,,
252,38,Vocabulary,اِطَّلَعَ,يَطَّلِعُ,اِطِّلَاعٌ,to study,studies,studying,8,verb,,38-v-10,,
252,38,Vocabulary,بَرْقٌ,,,lightning,,,,noun,,38-v-11,,
252,38,Vocabulary,زَيْتٌ,,,oil,,,,noun,,38-v-12,,
252,38,Vocabulary,رَيْبٌ,,,doubt,,,,noun,,38-v-13,,
252,38,Vocabulary,كَفٌّ,,أَكُفٌّ,"palm of the hand, hand (f.)",,,,noun,,38-v-14,,
253,38,Vocabulary,رَيْبٌ,,,doubt,,,,noun,,38-v-15,,
253,38,Vocabulary,حَيٌّ,,أَحْيَاءُ,alive,,alive,,noun,,38-v-16,,
253,38,Vocabulary,جَاثِمٌ,,,crouching,,,,noun,,38-v-17,,
253,38,Vocabulary,عَاكِفٌ,,,devoted,,,,noun,,38-v-18,,
253,38,Vocabulary,نَادِمٌ,,,repentant,,,,noun,,38-v-19,,
253,38,Vocabulary,مُقَدَّمٌ,,,brought forward,,,,noun,,38-v-20,,
253,38,Vocabulary,مَسْوَدٌّ,,,black,,,,noun,,38-v-21,,
261,39,Vocabulary,حَلَفَ,يَحْلِفُ,حَلْفٌ,to swear,swears,swearing,,verb,,39-v-1,,
261,39,Vocabulary,رَجَمَ,يَرْجُمُ,رَجْمٌ,to stone,stones,stoning,,verb,,39-v-2,,
261,39,Vocabulary,سَجَنَ,يَسْجُنُ,سَجْنٌ,to imprison,imprisons,imprisoning,,verb,,39-v-3,,
261,39,Vocabulary,سَفَعَ,يَسْفَعُ,سَفْعٌ,to drag,drags,dragging,,verb,,39-v-4,,
261,39,Vocabulary,شَهِدَ,يَشْهَدُ,شَهَادَةٌ,to witness,witnesses,witnessing,,verb,,39-v-5,,
261,39,Vocabulary,عَجِبَ,يَعْجَبُ,عَجَبٌ,to wonder,wonders,wondering,,verb,,39-v-6,,
261,39,Vocabulary,غَلَبَ,يَغْلِبُ,غَلَبَةٌ,to overcome,overcomes,overcoming,,verb,,39-v-7,,
261,39,Vocabulary,قَعَدَ,يَقْعُدُ,قُعُودٌ,"to sit, lurk","sits, lurks","sitting, lurking",,verb,,39-v-8,,
261,39,Vocabulary,نَذَرَ,يَنْذُرُ,نَذْرٌ,to vow,vows,vowing,,verb,,39-v-9,,
261,39,Vocabulary,غَاظَ,يَغِيظُ,غَيْظٌ,to enrage,enrages,enraging,,verb,,39-v-10,,
261,39,Vocabulary,زَكَّى,يُزَكِّي,تَزْكِيَةٌ,"to purify, keep pure","purifies, keeps pure","purifying, keeping pure",2,verb,,39-v-11,,
261,39,Vocabulary,وَدَّعَ,يُوَدِّعُ,تَوْدِيعٌ,to bid farewell to,bids farewell to,bidding farewell,2,verb,,39-v-12,,
261,39,Vocabulary,أَقْسَمَ,يُقْسِمُ,إِقْسَامٌ,to swear,swears,swearing,4,verb,,39-v-13,,
261,39,Vocabulary,أَنْجَى,يُنْجِي,إِنْجَاءٌ,to rescue,rescues,rescuing,4,verb,,39-v-14,,
261,39,Vocabulary,أَنْسَى,يُنْسِي,إِنْسَاءٌ,to cause to forget,causes to forget,causing to forget,4,verb,,39-v-15,,
261,39,Vocabulary,اِنْتَقَمَ,يَنْتَقِمُ,اِنْتِقَامٌ,to take revenge on,takes revenge on,taking revenge,8,verb,,39-v-16,,
261,39,Vocabulary,اِنْتَهَى,يَنْتَهِي,اِنْتِهَاءٌ,"to cease, desist","ceases, desists","ceasing, desisting",8,verb,,39-v-17,,
261,39,Vocabulary,اِسْتَخَفَّ,يَسْتَخِفُّ,اِسْتِخْفَافٌ,to make unstable,makes unstable,making unstable,10,verb,,39-v-18,,
262,39,Vocabulary,أَسَفٌ,,,grief,,,,noun,,39-v-19,,
262,39,Vocabulary,حَسْرَةٌ,,,"sorrow, anguish",,,,noun,,39-v-20,,
262,39,Vocabulary,صَوْمٌ,,,fast,,,,noun,,39-v-21,,
262,39,Vocabulary,ضُحًى,,,forenoon,,,,noun,,39-v-22,,
262,39,Vocabulary,نَاصِيَةٌ,,نَوَاصِي,forelock,,forelocks,,noun,,39-v-23,,
262,39,Vocabulary,أَجْمَعُ,,,all,,,,noun,,39-v-24,,
262,39,Vocabulary,صَاغِرٌ,,,humbled,,,,noun,,39-v-25,,
262,39,Vocabulary,قَدِيمٌ,,قُدَمَاءُ,"old, ancient",,,,noun,,39-v-26,,checked against textbook
262,39,Vocabulary,يَوْمَئِذٍ,,,on that day,,,,noun,,39-v-27,,
267,40,Vocabulary,صَنَعَ,يَصْنَعُ,صُنْعٌ,"to make, work","makes, works","making, working",,verb,,40-v-1,,
267,40,Vocabulary,نَفَرَ,يَنْفِرُ,نُفُورٌ,to go forth,goes forth,going forth,,verb,,40-v-2,,
267,40,Vocabulary,غَلَّ,يَغُلُّ,غُلُولٌ,to deceive,deceives,deceiving,,verb,,40-v-3,,
267,40,Vocabulary,عَمَرَ,يَعْمُرُ,عِمَارَةٌ,"to build, build up","builds, builds up",building up,,verb,,40-v-4,,
267,40,Vocabulary,أَطْلَعَ,يُطْلِعُ,إِطْلَاعٌ,to acquaint,acquaints,acquainting,4,verb,,40-v-5,,
